ticker,reported_currency,is_foreign
GPK,USD,False
GPN,USD,False
GPRE,USD,False
GPRK,USD,False
GPS,USD,False
GRBK,USD,False
GRC,USD,False
GRFS,EUR,True
GRMN,USD,False
GRPN,USD,False
GRVY,KRW,True
GSAT,USD,False
GSK,GBP,True
GSL,USD,False
GSM,USD,False
GSS,USD,False
GT,USD,False
GTLS,USD,False
GTN,USD,False
GTY,USD,False
GVA,USD,False
GWRE,USD,False
GWW,USD,False
GYRE,USD,False
H,USD,False
HA,USD,False
HAE,USD,False
HAL,USD,False
HALO,USD,False
HAS,USD,False
HAYN,USD,False
HBI,USD,False
HBM,USD,False
HCA,USD,False
HCCI,USD,False
HCKT,USD,False
HCSG,USD,False
HD,USD,False
HDL,USD,False
HEAR,USD,False
HEES,USD,False
HEI,USD,False
HELE,USD,False
HEP,USD,False
HES,USD,False
HFC,USD,False
HHC,USD,False
HHH,USD,False
HI,USD,False
HIBB,USD,False
HII,USD,False
HIMX,USD,False
HIW,USD,False
HL,USD,False
HLF,USD,False
HLIO,USD,False
HLIT,USD,False
HLT,USD,False
HLX,USD,False
HMC,JPY,True
HMY,ZAR,True
HNI,USD,False
HNRG,USD,False
HOG,USD,False
HOLI,USD,False
HOLX,USD,False
HON,USD,False
HOUS,USD,False
HOV,USD,False
HP,USD,False
HPE,USD,False
HPP,USD,False
HPQ,USD,False
HQY,USD,False
HR,USD,False
HRB,USD,False
HRI,USD,False
HRL,USD,False
HROW,USD,False
HSC,USD,False
HSIC,USD,False
HSII,USD,False
HSKA,USD,False
HST,USD,False
HSTM,USD,False
HSY,USD,False
HT,USD,False
HTA,USD,False
HTHT,CNY,True
HTLD,USD,False
HUBB,USD,False
HUBG,USD,False
HUBS,USD,False
HUM,USD,False
HUN,USD,False
HURN,USD,False
HVT,USD,False
HWKN,USD,False
HXL,USD,False
HY,USD,False
HZNP,USD,False
HZO,USD,False
IAC,USD,False
IAG,USD,False
IART,USD,False
IBA,MXN,True
IBM,USD,False
IBP,USD,False
IBRX,USD,False
ICFI,USD,False
ICL,USD,False
ICLR,USD,False
ICPT,USD,False
ICUI,USD,False
IDCC,USD,False
IDR,USD,False
IDT,USD,False
IDXX,USD,False
IEP,USD,False
IESC,USD,False
IEX,USD,False
IFF,USD,False
IGT,USD,False
IHG,USD,False
IIIN,USD,False
IKNX,USD,False
ILMN,USD,False
IMAX,USD,False
IMGN,USD,False
IMMP,AUD,True
IMO,CAD,True
IMOS,TWD,True
INCY,USD,False
INDV,USD,False
INFN,USD,False
INFY,USD,False
INGR,USD,False
INN,USD,False
INOD,USD,False
INS,USD,False
INSM,USD,False
INT,USD,False
INTC,USD,False
INTU,USD,False
INVA,USD,False
INVX,USD,False
IONS,USD,False
IOSP,USD,False
IOVA,USD,False
IP,USD,False
IPAR,USD,False
IPG,USD,False
IPGP,USD,False
IPI,USD,False
IQV,USD,False
IRDM,USD,False
IRM,USD,False
IRMD,USD,False
IRS,ARS,True
IRT,USD,False
IRWD,USD,False
ISEE,USD,False
ISRG,USD,False
ISSC,USD,False
IT,USD,False
ITCI,USD,False
ITGR,USD,False
ITRI,USD,False
ITRN,USD,False
ITT,USD,False
ITW,USD,False
IVR,USD,False
IVT,USD,False
J,USD,False
JACK,USD,False
JAZZ,USD,False
JBHT,USD,False
JBL,USD,False
JBLU,USD,False
JBSS,USD,False
JBT,USD,False
JBTM,USD,False
JCI,USD,False
JCOM,USD,False
JD,CNY,True
JHX,USD,False
JJSF,USD,False
JKHY,USD,False
JKS,CNY,True
JLL,USD,False
JNJ,USD,False
JNPR,USD,False
JOE,USD,False
JOUT,USD,False
JOYY,USD,False
JWN,USD,False
K,USD,False
KAI,USD,False
KALU,USD,False
KALV,USD,False
KAMN,USD,False
KAR,USD,False
KBH,USD,False
KBR,USD,False
KDP,USD,False
KE,USD,False
KEX,USD,False
KEYS,USD,False
KFRC,USD,False
KFS,USD,False
KFY,USD,False
KGC,USD,False
KHC,USD,False
KIM,USD,False
KLAC,USD,False
KLIC,USD,False
KMB,USD,False
KMDA,USD,False
KMI,USD,False
KMT,USD,False
KMX,USD,False
KN,USD,False
KNOP,USD,False
KNX,USD,False
KO,USD,False
KODK,USD,False
KOF,MXN,True
KOP,USD,False
KOPN,USD,False
KOR,UNKNOWN,False
KOS,USD,False
KR,USD,False
KRC,USD,False
KRG,USD,False
KRNT,USD,False
KRO,USD,False
KSS,USD,False
KT,KRW,True
KTOS,USD,False
KURA,USD,False
KW,USD,False
KWR,USD,False
LAAC,USD,False
LAB,USD,False
LAC,USD,False
LAD,USD,False
LADR,USD,False
LAMR,USD,False
LANC,USD,False
LAND,USD,False
LAR,USD,False
LCII,USD,False
LCTX,USD,False
LDOS,USD,False
LE,USD,False
LEA,USD,False
LECO,USD,False
LEG,USD,False
LEN,USD,False
LEU,USD,False
LFCR,USD,False
LFUS,USD,False
LGIH,USD,False
LGN,USD,False
LGND,USD,False
LGTY,USD,False
LH,USD,False
LHCG,USD,False
LHX,USD,False
LIF,USD,False
LII,USD,False
LILA,USD,False
LIN,USD,False
LINC,USD,False
LIND,USD,False
LITE,USD,False
LIVN,USD,False
LKQ,USD,False
LLNW,USD,False
LLY,USD,False
LMAT,USD,False
LMB,USD,False
LMT,USD,False
LND,BRL,True
LNG,USD,False
LNN,USD,False
LNTH,USD,False
LNW,USD,False
LOCO,USD,False
LOGI,USD,False
LOPE,USD,False
LOT,USD,False
LOW,USD,False
LPG,USD,False
LPL,KRW,True
LPTH,USD,False
LPX,USD,False
LQDT,USD,False
LRCX,USD,False
LRN,USD,False
LSAK,USD,False
LSCC,USD,False
LSI,USD,False
LSTR,USD,False
LTBR,USD,False
LTC,USD,False
LULU,USD,False
LUMN,USD,False
LUV,USD,False
LVS,USD,False
LWAY,USD,False
LWLG,USD,False
LXFR,USD,False
LXP,USD,False
LXRX,USD,False
LXU,USD,False
LYB,USD,False
LYTS,USD,False
LYV,USD,False
LZB,USD,False
M,USD,False
MAA,USD,False
MAC,USD,False
MAG,USD,False
MAGN,USD,False
MAN,USD,False
MANH,USD,False
MANU,GBP,True
MAR,USD,False
MAS,USD,False
MASI,USD,False
MAT,USD,False
MATV,USD,False
MATW,USD,False
MATX,USD,False
MAXR,USD,False
MBT,RUB,True
MBUU,USD,False
MBX,USD,False
MCD,USD,False
MCFT,USD,False
MCHP,USD,False
MCK,USD,False
MCRI,USD,False
MCS,USD,False
MD,USD,False
MDC,USD,False
MDCA,USD,False
MDGL,USD,False
MDLZ,USD,False
MDP,USD,False
MDT,USD,False
MDU,USD,False
MDXG,USD,False
MELI,USD,False
MEOH,USD,False
MESO,USD,False
META,USD,False
MFA,USD,False
MG,USD,False
MGA,USD,False
MGIC,USD,False
MGM,USD,False
MGNI,USD,False
MGPI,USD,False
MGRC,USD,False
MHK,USD,False
MHO,USD,False
MIDD,USD,False
MITK,USD,False
MIXT,USD,False
MKC,USD,False
MKSI,USD,False
MLAB,USD,False
MLCO,USD,False
MLHR,USD,False
MLI,USD,False
MLKN,USD,False
MLM,USD,False
MLP,USD,False
MLR,USD,False
MMI,USD,False
MMM,USD,False
MMP,USD,False
MMS,USD,False
MMSI,USD,False
MMX,USD,False
MMYT,USD,False
MNKD,USD,False
MNRO,USD,False
MNST,USD,False
MO,USD,False
MOBL,USD,False
MOD,USD,False
MODG,USD,False
MODN,USD,False
MOH,USD,False
MOMO,CNY,True
MOS,USD,False
MOV,USD,False
MPC,USD,False
MPLX,USD,False
MPW,USD,False
MPWR,USD,False
MPX,USD,False
MRC,USD,False
MRCY,USD,False
MRK,USD,False
MRO,USD,False
MRTN,USD,False
MRTX,USD,False
MRVL,USD,False
MSA,USD,False
MSFT,USD,False
MSGS,USD,False
MSI,USD,False
MSM,USD,False
MSTR,USD,False
MT,USD,False
MTA,USD,False
MTCH,USD,False
MTD,USD,False
MTDR,USD,False
MTH,USD,False
MTLS,EUR,True
MTN,USD,False
MTRN,USD,False
MTRX,USD,False
MTSI,USD,False
MTUS,USD,False
MTW,USD,False
MTX,USD,False
MTZ,USD,False
MU,USD,False
MUR,USD,False
MUSA,USD,False
MUX,USD,False
MWA,USD,False
MXL,USD,False
MYE,USD,False
MYGN,USD,False
MYRG,USD,False
MZTI,USD,False
NAGE,USD,False
NAK,CAD,True
NAT,USD,False
NATH,USD,False
NATI,USD,False
NATR,USD,False
NBIX,USD,False
NBR,USD,False
NBY,USD,False
NC,USD,False
NCLH,USD,False
NCMI,USD,False
NCR,USD,False
NDSN,USD,False
NEGG,USD,False
NEM,USD,False
NEO,USD,False
NEOG,USD,False
NETE,USD,False
